Description,Total_Sales_Dollars,ProfitMargin
Ch Les Flefs de LaGrange 10,494.89,58.40085675604679
Ch Les Granges Brdx,3399.37,93.29522823346679
Ch Les Ormes Saint-Julien,6668.85,84.4530916124969
Ch Lestiac Cotes de Bordeaux,9.49,35.08956796628029
Ch Lilian 09 Ladouys St Este,665.82,71.33159112072333
Ch Lynch Bages Paulliac 11,9799.300000000001,94.32347208474074
Ch Lynch Moussas Pauilac,1079.7,84.94581828285635
Ch Magdelaine 10 St Emilion,3739.66,87.82884005497826
Ch Magrez Fombrauge 09,4419.66,39.56774955539566
Ch Maine d'Arman Cote Bourg,3867.04,24.008026811204438
Ch Malartic Lagravier 12 RG,6248.75,86.30126025205041
Ch Malartic-Lagraviere 10,245.97,35.47993657763142
Ch Malartic-Lagraviere Rouge,235.96,67.10459399898288
Ch Margaux 12 Margaux,4769.91,24.41366818241854
Ch Marquis d'Alesme,443.88,31.981616653149498
Ch Marquis de Terme 12 Mrgx,3338.37,86.05906475315798
Ch Martinon Brdx Rouge,3637.69,34.31738273464754
Ch Massiac Viognier,764.49,22.065690852725353
Ch Maycott Red,10.49,35.081029551954245
Ch Messile Aubert Montgne St,4266.0599999999995,85.42050510306933
Ch Monbousquet 10 Brdx,1049.86,65.75543405787438
Ch Moncontour Vouvray Demi S,474.71,42.36481220113332
Ch Monestier La Tour Blanc,179.88,42.96197464976651
Ch Monet,7931.04,27.311172305271448
Ch Montelena Cab Svgn 2006,2029.8600000000001,24.31399209797721
Ch Montelena Est Cab Svgn Np,909.9300000000001,72.1703867330454
Ch Motte Maucourt Brdx,179.88,34.62308205470313
Ch Moulin de Pillardot 10,3132.15,80.24360263716618
Ch Moulin de la Rose St-Juln,5983.12,74.66171495808209
Ch Musar Hochar Red,329.89,81.44836157507048
Ch Musar Jeune Rouge,239.88,31.96598299149575
Ch Olivier 10 Blanc Pessac-L,3722.27,81.73695083913849
Ch Olivier Pessac-Leognan 10,3365.34,76.76995489311629
Ch Pagodes de Cos 10 Brdx,99.99,67.53675367536755
Ch Palmer Margaux,2379.9300000000003,31.50680902379482
Ch Palmer Margaux 09 Medoc,7819.77,64.01735600919208
Ch Pape Clement 12 Pess-Leog,5599.5,72.36753281542995
Ch Pape Clement Bl Gr Cru 11,2199.8900000000003,57.85789289464475
Ch Pape Clement Pess leognan,4231.54,67.3225350581585
Ch Paradis Rose Cotes D Prov,8716.29,27.37299929213003
Ch Pavie 10 Brdx,3779.9300000000003,31.50613900257413
Ch Pavie Macquin St Emiln 11,2213.73,67.68395423109413
Ch Pavie St Emilion 11 Gr Cr,2759.88,49.323883647115096
Ch Perron Brdx Rouge,263.88,33.78808549340609
Ch Pesquie Quint Ventoux Red,263.88,35.470668485675304
Ch Petit Bocq Cru Borgeos 10,319.9,93.37605501719287
Ch Pez 12 St-Estephe,3211.27,99.11623750105099
Ch Phelan Segur St Estephe,835.7800000000001,76.23297997080572
Ch Phelan Segur St-Estphe 12,5648.87,91.84863521376842
Ch Pichon Baron Pauillac 12,4349.700000000001,35.485205876267344
Ch Pichon Longevile 11 Comts,4199.700000000001,86.48617758411315
Ch Pichon Longueville Rsv Co,2099.72,92.99763778027547
Ch Picon Longueville Comt 10,2309.9300000000003,43.234643474044674
Ch Pitot Brdx,5290.75,89.06090818882011
Ch Plaisance Cuvee Alix Roug,4290.11,51.122232297073964
Ch Pontet Canet 12 Pauillac,2947.78,50.14383705703953
Ch Poujeaux 10 Moulis,866.83,77.08201146706968
Ch Rauzan Segla Margaux 09,319.98,66.66666666666667
Ch Rauzan-Segla 10 Brdx,1469.93,62.15602103501527
Ch Rauzan-Segla Gr Cru 08 Ma,5199.349999999999,29.96778443459278
Ch Rayne Vigneau Sauternes,2319.6,84.48396275219865
Ch Reserve d La Cometesse 11,689.85,95.4337899543379
Ch Reserve de la Comtesse 12,5779.77,96.07475730003098
Ch Rieussec Gr Cru 10 Sauter,3499.7200000000003,60.591133004926114
Ch Rol Valentin 10,2943.54,57.97101449275361
Ch Rollan de By Medoc,5197.92,92.15070643642072
Ch Roumier-Lacoste Barsac W,74.97,31.052420968387356
Ch Smith Haut Lafitte 12,9015.02,58.90857701924123
Ch Smith Haut Lafitte 12 Whi,3869.7000000000003,79.72866113652222
Ch St Jean Cinq Cep Cab Svgn,1359.83,83.77150084937087
Ch St Jean Soiree Red,9886.62,55.48306701380249
Ch St Louis Vieux Galvesse L,5266.9,28.555696899504447
Ch St Michel Brdx Superur,9696.609999999999,42.74081354205232
Ch St Sulpice Brdx Blanc,6746.08,21.386642316723197
Ch St Sulpice Rose 13,2039.43,87.99860745404354
Ch St-Roch Chimeres CdRoussi,735.54,15.816950811648574
Ch Ste Michelle Cab Svgn,2132.08,19.66155116130727
Ch Ste Michelle Chard Mimi,649.35,37.62993762993763
Ch Ste Michelle Col Solare R,3609.3,22.59995012883385
Ch Ste Michelle Cold Ck Cab,3320.73,35.55633851592873
Ch Ste Michelle Cold Crk Cha,1766.1,67.41294377441821
Ch Ste Michelle Cold Crk Mer,2730.92,37.990127868996524
Ch Ste Michelle Cold Crk Rsl,851.4,23.890063424947144
Ch Suau Cadillac Wh Brdx,71.94,33.778148457047536
Ch Suduiraut Sauternes 10,1637.87,78.77975663514198
Ch Talbot St Julien 11 GC,439.92,67.73958901618475
Ch Talbot St-Julien 12 GCC,5855.04,86.47319232661091
Ch Tanunda Gr Barossa Cab Sv,4326.35,14.746610884463813
Ch Tanunda Gr Barossa Rsl,2089.13,65.09216755300054
Ch Tertre de Viaud C d Bourg,2841.63,79.03738347356973
Ch Thivin Cote de Brouilly,528.77,85.31497626567317
Ch Troplong Mondot 10 Brdx,719.97,33.334722280095
Ch Valcombe Rose Ventoux,223.86,43.607611900294835
Ch Valfontaine 10,2937.06,77.01919606681511
Ch Vignot 05 St Emilion Red,824.89,87.96203130114318
Ch Vignot 09 St Emilion Gr C,2291.63,36.27287127503132
Ch Vincens 15 L'Instant M Rs,3728.13,9.634052460616987
Ch Vrai Caillou Wh Brdx,8367.65,35.702258101139506
Ch d'Yquem Sauternes,2573.91,56.98917211557514
Ch de Beaucastel Pape Blanc,999.92,82.87663013041043
Ch de Beaucastel Pape Rouge,823.96,49.99878634885189
Ch de Berne Rose,449.7,67.80965087836336
Ch de Bonhoste Red Brdx 09,101.94,78.94840102020795
Ch de Chantegrive Graves Rou,2174.25,98.23387374956882
Ch de Jarnioux Bjls,3886.05,95.74169143474737
Ch de Mattes Corbieres 13,1483.65,19.150743099787693
Ch de Pez 10 St Estephe Brdx,558.87,45.046254048347556
Ch de Pierreux Brouilly Rsv,1681.34,87.4671393055539
Ch de Reynaud Cotes du Bourg,4367.7,13.896329876136178
Ch de la Ragotiere Muscadet,8782.35,26.378019550575875
Ch des Labourons Fleurie Rou,1064.29,22.652660459085403
Ch du Courlat 10,5747.7,85.31116794543905
Ch du Levant Sauternes,2958.15,33.497625204942274
Ch du Parc Brdx Rouge,1207.99,49.39693209380873
Ch la Cour d'Argent Bordeaux,1119.84,44.34740677239605
Ch la Pointe Pomerol,2559.2,83.06345733041574
Chalk Hill Estate Red,8408.36,37.44475736053167
Chambers Rosewood Muscat,1175.02,79.18418409899405
Chambord Vodka,35.98,63.507504168982756
Champagne Malard Grand Cru B,1149.77,97.1394278855771
Champalou Vouvray Cuvee Fon,5635.08,25.182961022736144
Champlain Orchards Sprklng C,2676.97,22.853076425959184
Chanrion Cote de Brouilly,379.79999999999995,93.33333333333333
Chanson Le Bourgogne Pnt Nr,1126.51,83.98948966276376
Chanson Vire Clesse,1586.31,90.27302355781657
Chapelle de Bastion Picpoul,3066.93,20.62420726915842
Chapelle-St-Arnoux CdR Rouge,131.88,33.30300272975432
Chapoutier Cotes du Rhone R,6767.79,29.110684580934098
Chapoutier Hrmtage La Sizera,2399.7,62.21986081593531
Charles & Charles Chard,665.85,92.0522640234287
Charles Fournier Rsl,303.81,69.42826108423029
Charles Goodnight Bourbon,2951.31,86.3758805411834
Charles Heidsieck Brut Rose,5291.32,43.37518804381516
Charles Joguet Chinon Rose,181.87,75.03711442238962
Charles Smith King Coal Red,1199.88,34.64346434643464
Chartron Trebuchet Puligny,2897.54,63.02898320644409
Chateau Camensac 10,719.85,81.97957907897478
Chateau Carlmagnus 10,944.65,88.71963160959085
Chateau Gazin Pomerol 10,389.97,31.033156396645907
Chateau Giscours Margaux,399.92,57.478995799159826
Chateau Montrose St Estephe,3977.7400000000002,46.86304283336769
Chateau Pontet Canet Pauilac,3919.7200000000003,73.27538701744002
Chateau Simon Bordeaux Blanc,1625.04,88.0987544921971
Chateau d'Issan Margaux,1079.8,79.86849416558623
Chehalem Ian's Chard Rsv,832.66,45.08683015876828
Chehalem Inox Chard Wlmt Vly,1379.31,75.21224380306094
Chehalem Pnt Nr Three Vyd,3266.48,82.013359947099
Chehalem Ridge Crest Vyds Pn,3275.2200000000003,71.13048894425414
Chene Bleu Rose,9686.859999999999,33.413180289412466
Chenin Bl K Forrester Stlnbh,1427.1599999999999,51.73631547969394
Cherry Heering Liqueur,944.73,50.87485313264107
Cherry On Top Sweet White,64.95,89.00692840646651
Cheval Blanc,2609.97,32.88543546477545
Cheval Blanc St Emilion 08,7199.84,50.00055556790151
Cheval des Andes Mendoza,3839.36,56.25364644107351
Chevalier L'Aujardiere Chard,356.78999999999996,93.73300821211356
Chi Chi's Chocolate Malt RTD,461.58,98.11083669136444
Chi Chi's Mai Tai,527.52,28.025477707006363
Chi Chi's Orange Cream RTD,5914.78,65.8590852068885
Chi Chi's Ruby Red Margarita,4780.18,67.75686271228281
Chicken & Turkey Cotes du Rh,479.47,76.34888522743863
Chigard Fleurie Les Moriers,3418.29,85.67704905084122
Chilcas Pinot Noir,19.99,32.416208104052025
Chilensis Pnt Nr,2477.52,28.08937970228293
Chimney Rock SLD Cab Svgn,139.98,35.49078439777111
Chinaco Anejo Tequila,66.99,21.8689356620391
Chinaco Blanco Tequila,5728.09,85.20501598263994
Chivas Regal w/ 2 Glasses,3038.09,95.44384794393847
Chloe Chard,838.43,11.205467361616348
Chloe Red,834.39,10.780330540874179
Chocolate Cuvee,1319.95,29.912496685480512
Chops & Burgers Bordeaux,4661.44,47.07772705430081
Choyomusubi Ryo Junmai Sake,6728.82,25.401481983468116
Christian Bros Cream Sherry,5943.929999999999,34.649970642319126
Christian Bros Dry Sherry,9612.99,31.12070229970072
Christian Bros Holiday Nog,8982.15,25.947573799146078
Christian Bros Ruby Port,720.72,28.246753246753254
Christian Drouin Calvados,942.5899999999999,87.5385904794237
Christmas Traditions Pnk Mos,119.88,31.03103103103102
Chronic Cellars Dead Nuts,2084.12,33.7792449571042
Chronic Cellars Sofa King,5695.04,21.062187447322582
Churchill's Late Bottled 05,2225.1,31.724416880140215
Churchill's Vintage Port 11,7906.849999999999,45.31552601566343
Churchills 10 Yr Tawny Port,2033.1999999999998,43.079382254574064
Churchills 20 Yr Tawny Port,3381.21,45.349150156304994
Churchills LBV Port,131.94,20.145520691223282
Ciacci 07 Piccolomino Brunlo,779.87,84.51280341595394
Cielo Pnt Grigio,7331.21,32.20186596130664
Cigar Box Cab Svgn Valle Cen,8123.22,32.635334263998764
Cigar Zin Old Vine Zinfandel,485.73,9.875856957569026
Cinq les Pattes Bordeaux Bla,1266.92,85.24295140971806
Cinquante-Cinq Chardonnay L,433.69,47.94669003205054
Cinquante-Cinq Viogn Lang Wh,323.76,33.06152705707932
Circa Pinot Grigio,455.64,30.15538583091914
Circa Rosso,116.91,10.495252758532201
Circadia Cab Svgn Napa Vly,74.99,68.03573809841312
Ciro Rosso Clsc Librandi Cl,77.94,19.55350269438029
Citation Chard,2519.3,15.17485015678959
Citra Trebbiano D'Abruzzo,5622.77,29.759887030769537
Citran Haut-Medoc,1014.65,94.12802444192579
Clan MacGregor Scotch,323.73,64.4518580298397
Clarendelle Brdx Blanc,3330.04,72.42075170268225
Clarendelle Brdx Rouge,4918.41,88.89031211306093
Clark & Chesterfield Whiskey,2498.75,18.81540770385192
Claude Riffault Chass Sancer,890.67,77.47313819933309
Clayhouse Cab Svgn,3311.82,35.48562421870754
Clayhouse Petite Sirah,5510.75,64.54384611894932
Clayhouse Syrah Paso Robles,5424.22,43.12564755854298
Clemento VII Toscano,4637.68,8.073002018250516
Cles des Ducs Armagnac VSOP,3694.3199999999997,87.83537971805366
Clio Jumilla Red,7513.33,21.117134479651494
Clix Vodka,1799.94,86.97901041145816
Clos Amador Rose Tendre Cava,497.59,5.4643381096887
Clos Erasmus Laurel Priorat,1469.7,66.66666666666667
Clos LaChance Cab Svgn,1317.16,23.325943697045165
Clos LaChance Chard,5112.09,42.76548339328925
Clos LaChance Meritage,399.6,91.4914914914915
Clos Rochette Faiveley 09,559.7199999999999,14.264274994640164
Clos de Marquis 09 St Julien,5615.76,62.64423693320228
Clos du Bois Chard Calcaire,516.53,82.7386599035874
Clos du Bois Marlstone,8340.18,57.44780088679141
Clos du Bois RSV Merlot Alex,2588.49,33.03199935097295
Clos du Bois Unoaked Chard,5808.55,5.046870561499867
Clynelish Single Malt Scotch,8878.52,23.154872658956677
Coastal Vines Cab Svgn Cal,286.59,23.9610593530828
Cocchi Americano,759.6199999999999,3.484637055369779
Cocchi Vermouth di Torino Sw,37.98,35.07109004739336
Cocci Grifoni Tellus Red,645.62,59.387875220718065
Cocktail Time Key Lime Rtd,6562.06,74.23080557020204
Cocktail Time Strawberry Rtd,6454.17,73.42260894894308
Codice Sierra Cantabria Red,7500.62,48.14508667283505
Codorniu Original Spklg Cava,7828.82,35.160726648460425
Cointreau VAP,3251.0,88.77299292525377
Colby Red,815.04,31.44876325088339
Coldcock American Herbal Whi,9399.81,39.24451664448536
Colimoro Montepul D'Abruzzo,131.88,31.028207461328485
Collezione Chianti,179.64000000000001,35.07014028056112
Collezione Monte d'Abruzzo,588.82,34.669338677354716
Colombo Marsala Dry,8687.93,33.13850364816475
Colosi Sicilia Dry Red,7015.96,38.962593857433625
Columbia Crest Gr Ests Syrah,938.4100000000001,34.29844097995547
Columbia Crest H3 Svgn Bl,519.04,47.78051787916152
Columbia Crest Two Vines Rsl,630.91,21.483104639214915
Columbia Crest Two Vn Shiraz,226.70000000000002,51.61887957653286
Columbia Crest Vns Merlot/Ca,7712.4,36.20909185208235
Columbia Crest Walter Clore,500.78999999999996,61.99604624692985
Columbia Winery Cab Svgn,8262.89,56.91047563261763
Columbia Winery Merlot,503.64,63.4024303073624
Columbia Winery Red Blend,1642.6299999999999,60.896854434656625
Comandon XO Cognac,2599.8,96.21201630894684
Comm Bargemone d'Aix Blanc,2578.71,21.92452815555065
Commander Quincy's Rum Toddy,6925.05,78.25459743972968
Common Man Pnt Grigio,4854.599999999999,27.44778148560128
Common Man Slctn Woodford Rs,2253.51,20.634920634920643
Comoloco Monastrell Jumilla,269.7,17.24137931034482
Compilation Cab Svgn,658.8,35.154826958105645
Concannon Crimson & Clover,311.76,32.87143956889915
Concannon Founder Chard,4790.71,40.384619398794754
Concannon Glen Ellen Wh Zin,15.950000000000001,83.44827586206897
Concannon Irish Whiskey,263.88,21.873578899499773
Concannon Petite Sirah Cntrl,3536.75,91.87728847105394
Conch Republic Dark Rum,224.82,51.69468908460102
Conn Crk Ltd Rls Np Cab Svgn,6878.25,21.91851124922763
Cono Sur Cab Svgn Cntrl Vly,7426.08,42.2659061038933
Cono Sur Chard Cntrl Vly,5488.32,47.19549880473441
Cono Sur Organic Cab Svgn,8875.27,38.85932484307521
Cono Sur Organic Chard,6143.06,41.36147131885412
Cono Sur Organic Svgn Bl,2315.7400000000002,53.49434737923947
Cono Sur Vision Cab Svgn,2811.44,25.942577469197282
Cono Sur Vision Pnt Nr,2972.34,41.78155931017314
Cono Sur Vision Svgn Bl Csbl,2615.61,38.88997212887242
Conservancy Concannon Chard,77.94,1.963048498845267
Constanti Brunello Montalcno,1841.75,29.501832496267134
Conterno Barolo Sori Gnestra,3097.66,37.4627944964909
Conterno Fantino Barb Alba,2634.0699999999997,0.47644899338285346
Conterno Fantino Barolo Mosc,4370.53,47.89281849112121
Conti Zecca Primitivo,520.84,34.298440979955465
Contos de Valpiedra Rioja,199.9,32.86643321660831
Contratto 08 Milesimato Brut,2965.62,79.97450786007647
Conundrum Sparkling 25th Ann,1199.52,31.972789115646254
Convento Las Claras 12 Tinto,4065.1499999999996,87.00269362754142
Cooks Extra Dry Champagne,2973.11,21.57706912963194
Cooks Grand Reserve,285.64,13.45749894972693
Copa di Vino Cab Svgn,1416.8100000000002,50.34196540114766
Copa di Vino Chard,1503.96,59.52285965052262
Copa di Vino Pnt Grigio,2255.94,59.602649006622514
Copain Monument Tree Pnt Nr,1049.79,96.86699244610827
Copain Tous Ensemble Pnt Nr,5253.8099999999995,9.870741423842874
Copain Wentzel Pnt Nr,839.86,90.66272950253614
Coppo L'Avvocata,1152.26,42.214430770832976
Corbett Canyon Pnt Nr,1143.1200000000001,23.95199104206033
Cormons Schioppettino,363.72,16.243264049268678
Coronet VSQ,181.85999999999999,32.4975255691191
Corral De Peidra Cab Svgn,9196.54,33.3471066292323
Cortijo Rosado Rioja,237.83,69.05352562754909
Cortijo Tinto Rioja,195.27,35.45347467608952
Coruba Rum,179.88,24.216144096064042
Corvo Moscato Siciliarvo,8151.88,23.51543447646432
Corvo Nero d'Avola & Pnt Gr,5367.76,80.8098722744683
Corvo Pnt Grigio,2659.38,9.06188660514856
Corzo Silver Tequila,699.86,25.718000743005742
Cos d'Estournel St Estephe,2099.9300000000003,33.7744591486383
Cosentino The Zin,629.58,41.27513580482227
Coste di Brenta Cerasuolo,186.83,2.62805759246375
Cote Mas Blanc Mediterrane,1609.21,91.71021805730761
Couleurs Du Sud Viognier,2547.45,79.86221515633281
Couly-Dutheil Chinon Rose,1219.3899999999999,87.54131163942627
Courvoisier L'Essence Cognac,3399.99,25.925958605760595
Courvoisier Rose,591.68,93.15508382909681
Cousino Macul RSV Cab Svgn,9821.93,44.07657150885824
Couvent des Thorins Moulin,649.75,97.31589072720276
Crane Lake Cab Svgn Cal,733.75,17.343330578454335
Crane Lake Chard Cal,943.9499999999999,17.775305895439374
Crane Lake Pnt Grigio Cal,539.4,33.815350389321466
Creme Yvette Liqueur,47.98,61.83826594414339
Creta Olympia Red,23.759999999999998,35.35353535353535
Creta Olympia White,431.28,56.3717306622148
Crios Cab Svgn,3314.38,41.358564799449674
Cristobal Pie Palo Viognier,359.7,40.867389491242704
Cristobal Pie de Palo Malbec,431.64,34.195162635529606
Cristom Estate Pnt Gr Eola A,1955.9699999999998,23.863862942683173
Cristom Pnt Nr Sommers Rsv,2300.4100000000003,31.983863746027886
Cristom Vyds Viognier Estate,1231.56,7.23959855792654
Croft Port 11,1039.87,85.01543462163539
Croft Reserve Tawny,719.64,17.542104385526084
Croft Tawny Porto,191.84,0.04170141784821336
Croix de Basson Rose Organic,1748.75,89.61543959971408
Croix de Beaucaillou St Juln,1879.6,72.0435198978506
Crop Meyer Lemon Vodka,173.94,20.627802690582957
Crossbarn Cab Svgn,439.89,34.208552138034506
Crown Royal 75th Anniversary,4339.38,76.62338859468403
Crown Royal Apple,27.86,89.80617372577171
Crown Royal No Harvest Rye,8978.88,61.44920079118998
Crown Royal w/2 Glasses,2958.6699999999996,94.77400318386302
Cruz Garcia Real Sangria Rd,733.37,21.724368327038203
Cruzan Banana Flavored Rum,2384.83,13.3422508103303
Cruzan Citrus Flavored Rum,1120.98,73.01646773359025
Cruzan Est Single Barrel Rum,179.94,21.873957985995325
Cruzan Raspberry Flavord Rum,2615.62,24.446211605661368
Cruzan Strawberry Rum,593.46,13.144946584437028
Cruzan Vanilla Flavored Rum,9198.63,23.15812245954016
Cryptic California Red,9351.54,33.75101854881656
Culpeo Malbec,281.25,40.352000000000004
Culpeo Pnt Nr,497.52,36.6136034732272
Cupcake Chianti,587.16,92.2167722596907
Cupcake Moscato,3624.58,28.0992556378946
Cupcake Petit Sirah Cal,536.87,35.224542254176995
Cusumano Merlot,307.78000000000003,31.52251608291638
Cutler Creek Merlot,144.02,18.011387307318437
Cutler Creek Wh Znfdl,106.12,14.172634753109692
Cutty Sark Prohibition,8402.06,79.8269710047298
Cuvee Aurora Rose Sparkling,7380.799999999999,35.98254931714719
Cyan Toro Zamora,1231.23,97.33193635632661
Cyrus Alexander Vly,1199.88,34.64346434643464
Cyrus Cab Svgn Alex Vly,3563.35,17.538271570291997
D Bosler Pnt Nr Casablanca,854.43,32.7270812120361
D.des Senechaux CdP,7748.45,74.95615252082675
DK Burst Blustery Pmnt Trav,472.57,16.101318323211373
Dachshund Rsl,4716.7,83.09326435855576
Dad's Hat Rye Whiskey,538.89,81.85158381116739
Dalton Canaan Red,109.89,76.52197652197653
Damilano 11 Brunate Barolo,4199.3,22.08701450241708
Damilano Cannubi Barolo,4079.49,44.353338284932676
Damrak Amsterdam Gin,7649.44,58.23772720617457
Dancing Bull Zabaco Cab Svgn,7206.62,39.36158698529962
Daou Reserve Seventeen Forty,3023.52,10.719955548499758
Daou Rsv Cab Svgn,3409.38,12.505499533639549
Daou Soul of a Lion Red,3194.72,43.53683577903541
Darioush Chard,1549.69,23.083971633036285
Darioush Merlot Napa Valley,2099.65,34.979163193865645
Dark Corner Moonshine,2391.08,71.39786205396724
DarkHorse Rose,6511.85,32.415519399249064
David Bruce Pnt Nr Anderson,6237.92,97.20820401672353
David Girard Vyds Syrah Okei,5997.0,32.416208104052025
David Stone Pnt Nr,53.88,30.957683741648108
De Loach Merlot Cal,7714.53,51.45874084357699
De Martino Cab Svgn Estate,13.99,34.66761972837741
De Martino Carmenere Estate,3611.82,33.14118643786235
De Martino Svgn Bl Organic,167.88,31.52251608291637
De Villaine Bouzeron Aligot,824.75,2.050318278266151
DeKuyper Amaretto,1249.6100000000001,48.02858491849458
DeKuyper Blackberry Brandy,1118.88,8.715858715858724
DeKuyper Blue Curacao,5537.84,24.802811204368506
DeKuyper Buttershots,2753.88,22.877540052580358
DeKuyper Buttershots Trav,175.84,95.93949044585987
DeKuyper Cactus Juice,241.78,41.00835470262222
DeKuyper Cherry Brandy,519.48,25.259875259875265
DeKuyper Coffee Brandy,659.34,17.405284071950735
DeKuyper Creme de Banana,1105.77,32.03649945286995
DeKuyper Creme de Cacao Dark,5411.9800000000005,39.51492799308202
DeKuyper Creme de Cacao Whit,7866.25,26.171682822183374
DeKuyper Creme de Cassis,9115.86,26.995807307264485
DeKuyper Grape Pucker,1311.99,6.145626109955114
DeKuyper Hazelnut,1887.9,37.106838285926166
DeKuyper Island Punch Pucker,5416.83,25.134072880263915
DeKuyper Melon,1375.47,23.453074221902327
DeKuyper Mixed Berry Medley,252.77,96.85089211536179
DeKuyper O3 Orange Liqueur,199.89999999999998,23.061530765382678
DeKuyper Orange Curacao,2211.54,19.645134159906675
DeKuyper Peach Pucker,90.93,56.36203673155175
DeKuyper Pineapple,1299.0,14.272517321016172
DeKuyper Pomegranate,729.27,60.56330302905645
DeKuyper Red Apple Schnapps,2384.83,19.702452585718905
DeKuyper Root Beer Schnapps,4736.6900000000005,21.688351992636214
DeKuyper Spearmint Schnapps,1195.08,40.880945208688956
DeKuyper Strawberry Pucker,527.52,64.28571428571429
DeKuyper White Creme de Ment,1428.57,24.889924889924885
DeLille Cellars Chaleur Blnc,1146.69,74.01564503047902
DeLille Cellars D2,8985.86,79.3021480414785
DeLille Cellars Doyenne AIX,935.76,68.39039924767035
DeLille Cellars Gr Ciel Cab,4549.650000000001,66.60446407965448
DeWetshof Limestone Hl Chard,9177.07,28.055686618931748
Debauchery Chard,156.33,51.506428708501254
Debauchery Pnt Nr,11.58,65.97582037996547
Debauchery Svgn Bl,2742.04,31.554608977257804
Deep Eddy Sweet Tea Vodka,7228.999999999999,17.328537833725267
Deep Eddy Vodka,9353.56,42.360008153756375
Defesa Branco White Alentejo,3078.63,40.509902131792394
Defesa Rose Alentejo,5897.46,28.108032949778377
Defesa Tinto Red Alentejo,5351.88,34.86251560199407
Del Maguey Vida Mezcal,216.93,24.76835845664501
Delamotte Bl de Bl Brut,3298.68,76.76767676767676
Delamotte Bl de Bl Champagne,1149.77,66.34109430581768
Delamotte Brut,6960.27,86.51263279411003
Delicious White P Vella B/B,509.66,11.56457246007142
Desert Island Iced Tea,2923.29,24.19670987141201
Desert Wind Cab Svgn,8123.72,5.742689309823583
Desert Wind Ruah Red,644.6899999999999,28.356264251035373
Devils Spring Vodka,9492.72,54.82643541577124
Dewars Wh Label & Honey 2 Pk,3429.02,97.64480813760198
DiSaronno Amaretto,4781.16,99.553246492483
DiSaronno Cavalli Glass Pack,1369.37,62.63391194490896
Diamond Creek Red Rock Cab S,4724.79,39.683880130122176
Diamond Crk Cab Svgn Volcanc,4274.81,41.13562941978708
Diamond Crk Gravelly Cab Svg,3149.86,31.508067025201118
Dictador 20 Yr Rum,5039.16,85.88971177735972
Dingle Original PotStill Gin,179.94,20.64021340446815
Diora Pnt Nr,4287.23,46.17783510565096
Diseno Red Blend Mendoza,6982.32,49.181360923016996
Diseno Torrontes Salta,685.02,82.76838632448687
Dolin Sweet White Vermouth,1308.1200000000001,33.800415863988015
Dom Bousquet Cab Svgn Rsv,4461.21,23.637309160519226
Dom Bousquet Chardonnay,6402.27,41.39000698189861
Dom Bousquet Malbec Gr Rsv,311.88,31.050404001539057
Dom Bousquet Pnt Nr Rsv,1236.3,65.45741324921136
Dom Cachot Monot Ct Nuits,4534.32,78.97215017907865
Dom Chandon 00 Carnrs Pnt Nr,551.76,31.970421922575028
Dom Chandon Etoile,909.66,33.70600004397248
Dom Chandon Riche Extra Dry,227.88,31.49025803054239
Dom Clape Cornas Rd,1151.8799999999999,83.10761537660173
Dom Clavel Languedoc,3987.15,79.39054211654941
Dom D'Andezon CdRhone Red,7691.18,43.54897427962939
Dom Dionysos Charline CdR Bl,2464.6299999999997,26.518787809934953
Dom Faiv Cham Clos De Beze,2141.9300000000003,51.07683257622798
Dom Faiveley Mercurey 14 Bl,6344.469999999999,8.253959747622721
Dom Fleurot-Larose Chass-Mon,223.96,33.77388819432042
Dom Fond Croze CdR Serra Grd,2117.37,59.36279441004642
Dom Fond Croze Serre CdR Bl,1439.04,8.914276184122746
Dom Fontsainte Corbieres Gr,5512.06,50.09488285686295
Dom Fouassier Sancerre 13,2014.8799999999999,87.32629238465815
Dom Henri Boillot Mersault,1259.82,77.92541791684526
Dom Janasse Terre d'Argile,1019.4899999999999,98.68365555326683
Dom La Fage Cve Nicholas VdP,5366.85,41.715717786038375
Dom La Fage Tess Carignan VV,1454.8799999999999,46.28972836247663
Dom La Suffrene Bandol Rose,2736.93,31.389549604849222
Dom LaFage Mira Cd Rousillon,179.88,34.62308205470313
Dom Leflaive Merslt 07 d'Ane,236.97,32.89023927079377
Dom Perignon Rose,2529.8900000000003,37.73247058172491
Dom Piquemal Cotes du Roussi,359.76,65.51034022681789
Dom Poujol Rose Coteaux du,1614.1499999999999,68.48867825171142
Dom Prieur Meurslt Mazray 13,1671.78,10.293220399813368
Dom R Bouvier Marsny Rose 14,3551.13,54.56939058834793
Dom Roux Bourgogne Chard,5021.46,26.93121124135212
Dom Roux Bourgogne Pnt Nr,5725.12,34.73918450617629
Dom Serene Evenstad Chard,6222.59,49.63913740098577
Dom Serene Roadblock Syrah,359.8,79.58866036687049
Dom Serene Rose,8884.85,38.1053325124235
Dom Sourdais Chinon,742.51,51.51445771774118
Dom St Andrieu Rose CdP,2702.31,78.97798550129333
Dom Ste Michelle Extra Dry,2201.4,33.39420368856183
Dom Tempier Bandol Rg,4758.81,81.44536134033508
Dom Tempier Bandol Rose Pro,9749.32,41.51899824808294
Dom Virginie Thunevin Brdx,1896.8799999999999,81.67780776854624
Dom Zind Humbrecht Pnt Bl 12,967.56,9.711025672826484
Dom Zind Humbrecht Rsl 12,2616.81,18.820242967582658
